Unnamed: 0,airsigmetid,timevalidfromutc,timevalidtoutc,movementdirdegrees,movementspeedknots,hazardtype,hazardseverity,airsigmettype,altitudeminft,altitudemaxft
1279,35230,2O13-09-06 10:55:O0+O0,2013-O9/06 11:54:59+00,200.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1280,35231,2O13-09-06 13:55:0O+00,2013-09-O6 17:55:OO+0O,,,CONVECTIVE,,OUTLOOK,,
1281,35232,2013-09-06 11:55:0O+O0,2O13-09-06 13:55:O0+00,360.0,10.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1282,35233,2013/09-06 12:55:O0+00,2013-09-06 11:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1283,35234,2013/09-06 12:55:O0+O0,2O13-09-06 14:55:0O+00,180.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1284,35235,2013/09-O6 13:55:0O+00,2013-O9-O6 12:54:59+OO,,,CONVECTIVE,,OUTLOOK,,
1285,35236,2O13-O9/06 11:55:00+00,2013-O9-06 12:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1286,35237,2013-O9-06 14:55:OO+00,2013-09/06 18:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1287,35238,2013/09/O6 13:55:O0+00,2O13-O9-06 15:55:0O+00,,,CONVECTIVE,NONE,SIGMET,,
1288,35240,2O13/09/06 12:55:00+OO,2013/O9-06 13:54:59+00,220.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1289,35241,2O13/09-06 14:55:0O+00,2013-09/O6 13:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1290,35242,2013-09-06 13:55:00+OO,2013-09-06 14:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1291,35243,2013-09-O6 15:55:00+O0,2013-09-06 14:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1292,35244,2013-09-06 14:55:OO+00,2013-09-06 16:55:00+00,220.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1293,35245,2013/O9-O6 16:55:00+0O,2O13-O9/06 2O:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1294,35246,2013-09-06 09:45:O0+O0,2013-09-O6 15:44:59+00,,,ICE,MOD,AIRMET,0.0,O
1295,35247,2013-09-06 09:45:O0+00,2013/09/O6 15:44:59+00,,,TURB,MOD,AIRMET,0.0,O
1296,35248,2013/09-O6 15:45:0O+00,2013/O9-06 22:00:00+00,,,TURB,MOD,AIRMET,O,O
1297,35249,2013/O9-06 15:45:00+0O,2O13-09/06 22:00:00+00,,,ICE,MOD,AIRMET,O,0.0
1298,35250,2O13/09-O6 09:45:OO+0O,2O13-09-O6 15:44:59+00,,,IFR,,AIRMET,0.0,0.0
1299,35251,2013/O9/O6 O9:45:O0+OO,2013-O9-06 15:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1300,35252,2013-09-06 15:45:0O+00,2013/09-06 22:00:OO+00,,,IFR,,AIRMET,O,0.0
1301,35253,2013/09-06 15:45:0O+O0,2013/O9/O6 21:45:00+00,,,MTN OBSCN,,AIRMET,0.0,O
1302,35254,2013-O9/06 15:45:O0+00,2O13/09/06 22:0O:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1303,35255,2O13-09-06 14:55:00+0O,2013/O9-06 15:54:59+00,220.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1304,35256,2013/09/06 16:55:00+00,2O13-09/O6 15:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1305,35276,2013-09-06 2O:55:00+0O,2O13-09-O6 19:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1306,35257,2O13-O9-O6 15:55:00+OO,2013-O9-06 17:55:OO+00,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1307,35258,2013/09-06 17:55:O0+0O,2013/09-06 21:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1308,35259,2013-O9-06 18:55:00+00,2013-O9/O6 22:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1309,35260,2013/09-06 16:55:00+00,2013/09/06 18:55:00+O0,,,CONVECTIVE,NONE,SIGMET,,
1310,35261,2O13-O9-06 15:55:00+OO,2013-09-06 16:54:59+0O,240.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1311,35262,2013/09/06 17:55:0O+0O,2O13-09-06 16:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1312,35263,2O13/09-O6 16:55:0O+OO,2O13-09/06 17:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
1313,35264,2O13-09/O6 18:55:O0+00,2013-09-06 17:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1314,35265,2O13/09-06 19:55:O0+0O,2O13-O9-06 23:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1315,35266,2013-09-06 17:55:00+00,2013-09/O6 19:55:00+O0,260.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1316,35267,2O13-09-06 18:11:OO+00,2013-O9/O6 22:O0:00+00,,,IFR,,AIRMET,0.0,0.0
1317,35268,2013-O9-06 18:11:00+00,2013-09-06 22:00:0O+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1318,35269,2O13-O9-06 18:11:00+00,2013/09-07 0O:11:OO+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1319,35270,2O13/09-O6 2O:55:O0+00,2013-09-O7 OO:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1320,35271,2O13/09-06 18:55:O0+00,2013-09-06 20:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
1321,35272,2013/09/O6 19:55:00+00,2013-09/06 18:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1322,35273,2013/09/06 17:55:00+O0,2O13/09/06 18:54:59+00,310.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1323,35277,2013-09-O6 18:55:00+00,2013/O9/O6 19:54:59+00,310.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1324,35278,2O13-09-06 21:55:OO+00,2O13-09/O7 O1:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1325,35324,2013-09-O7 03:45:OO+O0,2O13-09-O7 09:45:00+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1326,35279,2O13-O9-O6 19:55:0O+00,2013/O9-06 21:55:00+00,80.0,20.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1327,35280,2013-09/O6 21:55:0O+00,2O13-09-O6 20:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1328,35281,2013-O9/06 19:55:00+0O,2013/09-O6 20:54:59+00,310.0,15.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1329,35282,2O13-09-06 22:55:00+00,2013/O9-O7 02:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1330,35283,2013-09-06 20:55:00+00,2013-09-06 22:55:00+0O,,,CONVECTIVE,NONE,SIGMET,,
1331,35284,2013-O9-O6 21:45:00+0O,2013/09-07 04:00:0O+0O,,,IFR,,AIRMET,0.0,O
1332,35285,2013-09-06 21:45:0O+O0,2013-09-O7 04:0O:O0+00,,,MTN OBSCN,,AIRMET,0.0,O
1333,35286,2O13/09-O6 21:45:OO+00,2O13/09-07 04:00:00+OO,,,TURB,MOD,AIRMET,0.0,0.0
1334,35287,2013-09-06 21:45:OO+00,2013-09-07 04:O0:0O+00,,,ICE,MOD,AIRMET,0.0,0.0
1335,35288,2013/09/06 18:47:O0+00,2013-09/O6 21:44:59+00,,,IFR,,AIRMET,O,0.0
1336,35289,2013-O9/06 19:O9:O0+00,2O13-O9-06 21:44:59+0O,,,IFR,,AIRMET,0.0,O
1337,35290,2O13-09-06 18:11:00+OO,2013-09-O6 21:44:59+00,,,IFR,,AIRMET,0.0,O
1338,35291,2013-O9-O6 18:11:O0+00,2O13/09/O6 21:44:59+00,,,MTN OBSCN,,AIRMET,0.0,O
1339,35292,2013-09-06 15:45:00+00,2013/O9/06 21:44:59+00,,,TURB,MOD,AIRMET,0.0,0.0
1340,35293,2O13-09-O6 15:45:00+00,2013-O9-06 21:44:59+0O,,,ICE,MOD,AIRMET,0.0,0.0
1341,35294,2013-09-O6 15:45:0O+0O,2013/09-06 21:44:59+00,,,IFR,,AIRMET,0.0,0.0
1342,35295,2013-O9-06 20:55:0O+O0,2O13/09-06 21:54:59+O0,80.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1343,35296,2013-O9-06 23:55:O0+0O,2013-O9-O7 03:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1344,35297,2013-09/06 21:55:O0+0O,2013-O9/06 23:55:0O+00,260.0,20.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1345,35298,2013-09/06 22:55:00+0O,2013-09-06 21:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1346,35299,2013-09-06 23:55:O0+0O,2013/09-06 22:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1347,35300,2013-O9-O6 21:55:O0+00,2013/O9/06 22:54:59+O0,260.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1348,35301,2013/09-07 O0:55:O0+0O,2O13-09-07 O4:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1349,35302,2O13/O9/O6 22:55:OO+00,2O13-09/07 00:55:OO+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1350,35303,2013-09-O6 23:55:0O+O0,2013-09-07 01:55:00+00,340.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1351,35304,2013-O9/07 01:55:00+O0,2O13-09-07 05:55:0O+O0,,,CONVECTIVE,,OUTLOOK,,
1352,35305,2013/O9-06 22:55:0O+O0,2013-09-06 23:54:59+00,260.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1353,35306,2013-O9-07 OO:55:O0+00,2013/09/06 23:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1354,35307,2013/O9-06 23:55:0O+0O,2013-O9/07 00:54:59+00,340.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1355,35308,2O13/09/07 O1:55:00+00,2O13-09-07 O0:54:59+0O,,,CONVECTIVE,,OUTLOOK,,
1356,35309,2O13/09/O7 00:55:00+0O,2013/O9-07 02:55:0O+00,80.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1357,35310,2O13/09-07 O2:55:OO+O0,2013-O9-07 06:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1358,35311,2O13-O9/O7 01:55:O0+00,2013/09-07 O3:55:0O+00,200.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1359,35375,2013-O9-07 O9:45:O0+OO,2O13/09-07 15:44:59+O0,,,TURB,,AIRMET,0.0,O
1360,35323,2O13-O9-O6 21:45:OO+OO,2013-09-07 03:44:59+O0,,,TURB,MOD,AIRMET,O,0.0
1361,35312,2013-O9-07 O3:55:00+O0,2013-09-07 07:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
1362,35313,2013-O9-07 O0:55:00+O0,2O13/O9/07 01:54:59+00,80.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1363,35314,2O13-09-O7 02:55:00+O0,2013-09-07 01:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1364,35315,2013/09-O7 02:55:00+0O,2013-09-07 04:55:0O+O0,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1365,35316,2O13-09-O7 O4:55:O0+OO,2013/09/O7 08:55:OO+O0,,,CONVECTIVE,,OUTLOOK,,
1366,35317,2O13-09-07 O1:55:00+00,2013/09-07 02:54:59+00,200.0,10.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1367,35318,2O13-09-07 03:55:0O+O0,2013-O9-07 02:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1368,35319,2013/09-06 21:45:00+O0,2O13/O9-07 03:44:59+00,,,ICE,MOD,AIRMET,0.0,0.0
1369,35320,2013-09-07 03:45:0O+O0,2013-09-07 1O:0O:00+O0,,,ICE,MOD,AIRMET,0.0,0.0
1370,35321,2O13/09/06 21:45:00+0O,2013/09-07 03:44:59+00,,,IFR,,AIRMET,0.0,0.0
1371,35326,2O13-09-07 03:45:00+OO,2013/O9-O7 1O:O0:00+0O,,,IFR,,AIRMET,0.0,0.0
1372,35327,2013-09/07 03:45:OO+00,2O13/O9-O7 10:00:OO+OO,,,TURB,MOD,AIRMET,0.0,O
1373,35328,2013/09-07 05:55:00+00,2O13-O9-07 09:55:O0+00,,,CONVECTIVE,,OUTLOOK,,
1374,35329,2O13-09-07 03:55:00+00,2013-09/O7 05:55:00+OO,,,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1375,35376,2013-O9/O7 15:45:00+00,2013/09/O7 22:00:00+OO,,,IFR,,AIRMET,0.0,0.0
1376,35377,2013/O9/07 15:45:00+00,2O13-O9/07 22:00:O0+0O,,,MTN OBSCN,,AIRMET,0.0,O
1377,35378,2O13-09-O7 09:45:0O+00,2013/09/07 15:44:59+O0,,,IFR,,AIRMET,0.0,0.0
1378,35379,2013/09/O7 O9:45:00+O0,2013/09-07 15:44:59+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1379,35380,2013-O9/07 14:55:OO+O0,2O13-09/07 15:54:59+00,250.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1380,35381,2O13/O9/07 16:55:00+00,2013-O9-O7 15:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1381,35382,2013/O9-O7 15:45:0O+0O,2O13-09-07 22:00:OO+0O,,,ICE,MOD,AIRMET,O,O
1382,35393,2O13-09-07 20:55:0O+O0,2O13-09-08 00:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1383,35384,2O13-09/07 15:55:0O+00,2013-O9-07 17:55:OO+00,250.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1384,35737,2013-09-10 16:55:00+00,2013-09-10 17:54:59+OO,,,CONVECTIVE,NONE,SIGMET,,
1385,35385,2013/O9/07 17:55:00+00,2013/09/O7 16:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1386,35386,2013-09-07 15:55:00+0O,2013-09/07 16:54:59+0O,250.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,O
1387,35387,2013-09-07 18:55:00+00,2013-09-07 22:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1388,35388,2O13-09-07 16:55:O0+O0,2O13-O9-O7 18:55:00+0O,290.0,35.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1389,35389,2013-O9-O7 18:55:O0+00,2O13-09/07 17:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1390,35390,2013/09-07 16:55:00+0O,2013-09/07 17:54:59+00,290.0,35.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1391,35391,2O13-09/O7 19:55:00+00,2013-O9/O7 23:55:0O+OO,,,CONVECTIVE,,OUTLOOK,,
1392,35392,2013-09/07 17:55:0O+00,2O13/09-O7 19:55:00+0O,310.0,15.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1393,35394,2O13-09-07 18:55:O0+00,2O13-09-07 20:55:00+00,260.0,20.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1394,35395,2013/09-O7 19:55:O0+O0,2013/09-O7 18:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1395,35396,2O13-O9/07 17:55:00+00,2O13-09-07 18:54:59+00,290.0,35.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1396,35397,2013-09-07 18:43:00+00,2O13-09/07 22:OO:00+00,,,IFR,,AIRMET,O,O
1397,35398,2013-O9/07 21:55:0O+00,2013-09-O8 01:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1398,35399,2013-09-07 19:55:O0+00,2013-O9/07 21:55:OO+O0,250.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1399,35400,2O13/09-07 22:55:00+00,2O13/09-08 02:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1400,35401,2O13/O9-O7 20:55:0O+00,2013-09-07 22:55:0O+00,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1401,35402,2013-09-07 15:45:O0+00,2O13/O9-07 21:44:59+0O,,,TURB,,AIRMET,0.0,0.0
1402,35403,2013-09-O7 21:45:00+00,2O13-09-O8 04:00:00+O0,,,ICE,MOD,AIRMET,0.0,0.0
1403,35404,2O13-09-07 21:45:0O+00,2013-09/08 04:OO:0O+0O,,,TURB,MOD,AIRMET,0.0,0.0
1404,35405,2013-09-O7 15:45:00+00,2013-09-07 21:44:59+00,,,ICE,MOD,AIRMET,0.0,0.0
1405,35406,2O13-O9-07 15:45:00+O0,2013-09/07 21:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1406,35407,2013/O9-07 15:45:00+0O,2013/O9-07 21:44:59+00,,,IFR,,AIRMET,0.0,O
1407,35408,2013-09/O7 21:45:O0+0O,2013-09-08 03:45:OO+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1408,35409,2O13-09-07 21:45:0O+0O,2013/09-O8 O4:0O:00+OO,,,IFR,,AIRMET,0.0,O
1409,35437,2013-09/O7 21:45:OO+00,2013-09/08 03:44:59+O0,,,ICE,MOD,AIRMET,0.0,O
1410,35413,2013/O9/07 2O:55:00+00,2013-09-O7 21:54:59+00,210.0,25.0,CONVECTIVE,LT/MOD,SIGMET,O,0.0
1411,35414,2013-09-O7 23:55:O0+O0,2013/O9-O8 03:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1412,35415,2013-O9-07 21:55:00+0O,2013-O9-07 23:55:00+00,120.0,5.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1413,35416,2013-09-O7 23:55:00+00,2O13/09-07 22:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
1414,35417,2013-09/07 21:55:00+O0,2013/09-O7 22:54:59+O0,250.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1415,35418,2O13/O9-08 00:55:00+00,2013/09/08 O4:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1416,35419,2O13/09/O7 22:55:00+0O,2013-09/08 00:55:00+OO,210.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1417,35420,2013-O9-O7 23:55:00+O0,2013-O9/08 01:55:00+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1418,35421,2013/O9-08 01:55:O0+0O,2O13-09/08 O5:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1419,35422,2013/O9/08 0O:55:O0+0O,2013-09-07 23:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1420,35423,2013-09-07 22:55:00+00,2013-09-O7 23:54:59+O0,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1421,35436,2013-O9/08 02:55:0O+00,2013-09/08 04:55:OO+00,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1422,35424,2013-09/O7 23:55:O0+00,2013/09-08 OO:54:59+0O,,,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1423,35425,2013/09-08 01:55:00+00,2O13-09/O8 0O:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1424,35426,2013-09/08 O2:55:00+O0,2013/09/O8 06:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1425,35427,2O13-O9-O8 0O:55:O0+00,2O13-O9-O8 02:55:00+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1426,35428,2013-09-08 O1:01:0O+0O,2013-09-08 04:0O:00+00,,,IFR,,AIRMET,0.0,0.0
1427,35429,2013/09-O8 0O:55:O0+O0,2O13-09/08 O1:54:59+00,,,CONVECTIVE,NONE,SIGMET,,
1428,35430,2013/09-08 02:55:00+00,2O13-O9-O8 01:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1429,35431,2013-09-08 O3:55:O0+00,2013/09-08 O7:55:00+O0,,,CONVECTIVE,,OUTLOOK,,
1430,35432,2013-O9/08 O1:55:00+00,2O13-09-O8 03:55:00+00,340.0,20.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1431,35433,2013-09-08 01:55:00+O0,2013-09-08 02:54:59+00,210.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1432,35434,2013/09-08 03:55:00+OO,2013-O9-08 O2:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1433,35435,2013/O9-08 04:55:00+O0,2O13/09-08 08:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1434,35438,2O13-09-07 21:45:00+OO,2013-O9-08 03:44:59+OO,,,IFR,,AIRMET,0.0,0.0
1435,35439,2013-O9-07 21:45:00+00,2013-09-08 03:44:59+00,,,TURB,MOD,AIRMET,O,0.0
1436,35440,2013/O9-07 21:45:O0+O0,2013/O9-08 03:44:59+0O,,,MTN OBSCN,,AIRMET,O,O
1437,35441,2013/09/08 01:O1:00+00,2013-09-08 03:44:59+00,,,IFR,,AIRMET,0.0,O
1438,35442,2013/09-08 03:45:O0+0O,2013/O9-08 10:00:O0+O0,,,ICE,MOD,AIRMET,0.0,O
1439,35443,2O13-09-08 03:45:O0+O0,2O13-O9/08 O9:45:00+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1440,35444,2O13/O9-08 O3:45:0O+00,2013/O9-08 10:0O:O0+0O,,,IFR,,AIRMET,0.0,O
1441,35445,2O13-09-08 03:45:0O+00,2013/O9-O8 10:0O:00+O0,,,MTN OBSCN,,AIRMET,0.0,0.0
1442,35446,2013/09/08 03:55:O0+00,2013-O9-O8 05:55:O0+O0,,,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1443,35447,2013-O9-O8 O5:55:OO+O0,2013/O9-08 O9:55:0O+0O,,,CONVECTIVE,,OUTLOOK,,
1444,35448,2013-09-08 04:55:00+0O,2013/O9-O8 06:55:0O+00,170.0,15.0,CONVECTIVE,LT/MOD,SIGMET,0.0,O
1445,35449,2013-09/O8 06:55:00+O0,2013-O9-08 10:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1446,35460,2013/09/O8 08:55:00+O0,2013-09/08 10:55:OO+00,,,CONVECTIVE,NONE,SIGMET,,
1447,35450,2O13-09-08 05:55:00+O0,2O13/O9-08 07:55:O0+0O,270.0,25.0,CONVECTIVE,LT/MOD,SIGMET,0.0,0.0
1448,35451,2013/09-08 O7:55:00+0O,2O13-09-08 11:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1449,35452,2O13/O9-O8 06:55:OO+O0,2013-09-08 O8:55:00+0O,320.0,15.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1450,35453,2013-09/08 O8:55:00+0O,2013/09-08 12:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1451,35454,2O13/09-08 O7:O4:00+O0,2013/09/08 13:O4:OO+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1452,35455,2013/09-O8 07:O4:00+00,2013-09/O8 10:O0:0O+00,,,IFR,,AIRMET,0.0,O
1453,35456,2013-09/08 07:04:00+0O,2O13/09-08 10:O0:OO+00,,,MTN OBSCN,,AIRMET,0.0,0.0
1454,35457,2013/09-08 07:55:OO+00,2O13/O9/O8 O9:55:00+O0,270.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1455,35458,2013/09/08 09:55:0O+00,2013-O9-O8 13:55:00+0O,,,CONVECTIVE,,OUTLOOK,,
1456,35459,2013-09/O8 10:55:O0+00,2013/09-08 14:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1457,35461,2013-09-08 O9:45:0O+O0,2O13-09-08 16:00:00+00,,,IFR,,AIRMET,O,0.0
1458,35462,2O13/09-08 09:45:00+00,2013-09-08 16:0O:00+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1459,35463,2013-09-08 O9:45:00+00,2O13-09-08 16:00:00+O0,,,ICE,MOD,AIRMET,O,0.0
1460,35464,2013-09/08 09:45:00+00,2013-O9-08 15:45:0O+O0,,,MTN OBSCN,,AIRMET,0.0,O
1461,35465,2013-09-O8 07:04:0O+OO,2013/09-O8 09:44:59+00,,,IFR,,AIRMET,0.0,0.0
1462,35466,2O13/09/O8 O7:O4:00+0O,2013-09-O8 09:44:59+0O,,,MTN OBSCN,,AIRMET,0.0,0.0
1463,35467,2O13-09-08 03:45:0O+00,2013-09-08 09:44:59+OO,,,ICE,MOD,AIRMET,O,0.0
1464,35468,2O13-09/O8 03:45:0O+O0,2013/09/08 09:44:59+00,,,IFR,,AIRMET,0.0,O
1465,35469,2013-09-O8 09:45:00+O0,2013-09-O8 16:00:00+O0,,,TURB,MOD,AIRMET,0.0,0.0
1466,35470,2O13-09-O8 11:55:O0+00,2013-09/O8 15:55:0O+00,,,CONVECTIVE,,OUTLOOK,,
1467,35471,2O13/09-08 09:55:00+OO,2O13/09-O8 11:55:00+00,,,CONVECTIVE,NONE,SIGMET,,
1468,35472,2013-O9-O8 1O:55:00+00,2013-O9-08 12:55:O0+O0,250.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1469,35473,2O13-09-08 12:55:0O+00,2013-09/O8 16:55:0O+OO,,,CONVECTIVE,,OUTLOOK,,
1470,35474,2013-O9/08 11:55:O0+00,2O13-O9-O8 13:55:0O+00,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,0.0
1471,35475,2013-09-O8 10:55:0O+00,2013-09-08 11:54:59+00,250.0,25.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1472,35476,2013-O9-O8 12:55:00+00,2O13-09-08 11:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1473,35477,2O13-09-08 13:55:O0+00,2013-09-O8 17:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1474,35478,2O13-09-08 12:2O:00+00,2013-09-08 16:0O:00+O0,,,MTN OBSCN,,AIRMET,0.0,O
1475,35479,2013-09-08 12:2O:00+0O,2013-O9-08 16:00:00+00,,,IFR,,AIRMET,0.0,0.0
1476,35480,2013-O9-08 12:55:00+00,2013-09/08 14:55:0O+0O,,,CONVECTIVE,NONE,SIGMET,,
1477,35481,2013-O9/08 14:55:00+00,2O13-O9/08 18:55:O0+0O,,,CONVECTIVE,,OUTLOOK,,
1478,35482,2O13-O9/08 11:55:00+0O,2013-O9-08 12:54:59+00,240.0,25.0,CONVECTIVE,LT-MOD,SIGMET,0.0,O
1479,35483,2013-09-08 13:55:O0+0O,2013-09-08 12:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1480,35484,2013-09-08 14:55:00+00,2O13/O9-08 13:54:59+00,,,CONVECTIVE,,OUTLOOK,,
1481,35485,2O13-O9/08 12:55:0O+00,2O13-09-08 13:54:59+O0,,,CONVECTIVE,NONE,SIGMET,,
1482,35486,2O13-09-O8 15:55:00+00,2013-09-08 19:55:OO+00,,,CONVECTIVE,,OUTLOOK,,
1483,35487,2013-09-08 13:55:O0+00,2013-09-08 15:55:0O+O0,,,CONVECTIVE,NONE,SIGMET,,
1484,35488,2013/09/08 14:23:OO+O0,2013-09-08 16:0O:O0+00,,,IFR,,AIRMET,O,0.0
1485,35500,2013-09/08 17:55:00+0O,2013/09/08 21:55:O0+O0,,,CONVECTIVE,,OUTLOOK,,
1486,35489,2O13-O9-O8 16:55:00+00,2013-09-O8 2O:55:00+00,,,CONVECTIVE,,OUTLOOK,,
1487,35490,2013-O9-08 14:55:O0+00,2013/09-08 16:55:O0+00,260.0,35.0,CONVECTIVE,LT-MOD,SIGMET,O,0.0
1488,35491,2013-09-08 15:55:00+0O,2013/09-08 14:54:59+O0,,,CONVECTIVE,,OUTLOOK,,
